permitnumber,year,permitvalidfrom,permitvalidto,loaddescription,state,origin,destination,route_location_origin,authorizedhighways,route_location_1,route_location_2,route_location_3,route_location_4,route_location_5,route_location_6,route_location_7,route_location_8,route_location_9,route_location_10,route_location_11,route_location_12,route_location_13,route_location_14,route_location_15,route_location_16,route_location_17,route_location_18,route_location_19,route_location_20,route_location_21,route_location_22,route_location_23,route_location_24
e23-109458,2024,01/01/2024,01/07/2024,RODNEY UPPER MIIDLE LOG ( 12' DECK EXTENSION),California,Stockton,Tracy,"monte diablo ave Stockton, California",* from monte diablo ave e/b on ramp - 005s - to oak st/fremont st exit (fremont st off ramp exit number 473) *,I-5,oak st,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-001724,2024,01/11/2024,01/17/2024,MOBILE HOME   SER# 42911A,California,Oregon State Line,La Grange,"or line Oregon State Line, California",* from or line 5 - 005s - 120e - 099n - 120e - to la grange rd/co rd j59 exit (la grange rd/co rd j59) * from bonds flat rd - 132e - to zarzamora rd exit (zarzamora rd) *,I-5,SR-120,SR-99,SR-120,la grange rd,SR-132,zarzamora rd,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109347,2024,01/01/2024,01/07/2024,AC UNITS (2 E/E),California,Madera,Wilmington,"ave Madera, California",* from ave 12 e/b on ramp - 099s - 005s - 405s - 110s - to anaheim st e/b off ramp exit 3b *,SR-99,I-5,I-405,SR-110,anaheim st,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000131,2024,01/05/2024,01/11/2024,1200 CRANE HOUSE/CARBODY,California,Fontana,Wildomar,"jurupa st Fontana, California",* from jurupa st w/b on ramp - 015s - to clinton keith rd exit (clinton keith rd e/b off ramp) *,I-15,clinton keith rd,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109355,2024,01/01/2024,01/07/2024,RODNEY UPPER MIIDLE LOG ( 12' DECK EXTENSION),California,Stockton,Tracy,"charter way Stockton, California",* from charter way w/b on ramp - 005s - to mathews rd w/b off ramp exit 467b - detour via ramps - from mathews rd e/b on ramp - 005s - to tracy exit (old us 50/11th st w/b off ramp exit 458a) *,I-5,mathews rd,detour via ramps,mathews rd,I-5,tracy,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109352,2024,01/01/2024,01/07/2024,MANUFACTURED HOUSING,California,San Jacinto,San Marcos,"warren rd San Jacinto, California",* from warren rd - 074w - 215s - 015s - 078w - to twin oaks valley rd exit (twin oaks valley rd s/b off ramp) *,SR-74,I-215,I-15,SR-78,twin oaks valley rd,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109368,2024,01/01/2024,01/07/2024,FORKLIFT                  T143SP9,California,Chico,Westley,"esplanade Chico, California",* from esplanade - 99s - 5s - 80e - to watt ave s/b off ramp exit 94a * watt ave oc over 51(bus 80/cap city fwy) * from watt ave s/b on ramp - 50w - 99s - to fruitridge rd w/b off ramp * from seamas ave w/b on ramp - 5s - to oak st/fremont st exit (fremont st off ramp exit 473) * fremont st uc under 5 * center st uc under 4 * from charter way w/b on ramp - 5s - to mathews rd w/b off ramp exit 467b - detour via ramps - from mathews rd e/b on ramp - 5s - to westley exit (ingram creek rd e/b off ramp exit 441) *,SR-99,I-5,I-80,watt ave,US-50,SR-99,fruitridge rd,I-5,oak st,I-5,mathews rd,detour via ramps,mathews rd,I-5,westley,None,None,None,None,None,None,None,None,None
e23-109350,2024,01/01/2024,01/07/2024,JOHN DEERE COMBINE,California,Stockton,Stockton,"charter way Stockton, California",* from charter way w/b on ramp - 005n - to march lane w/b off ramp exit 476 *,I-5,march lane,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109366,2024,01/01/2024,01/07/2024,HAUL TRUCK,California,Sanger,Atwater,"central ave Sanger, California",* from central ave w/b on ramp - 099n - to ave 24 exit (ave 24 e/b off ramp exit number 167) * detour via ramps * from ave 24 w/b on ramp - 099n - to atwater blvd/business 99 exit (atwater blvd e/b off ramp exit number 194) * atwater blvd/e atwater r/r uc under 99 *,SR-99,ave,SR-99,atwater blvd,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-001723,2024,01/11/2024,01/17/2024,MOBILE HOME   SER# 42911B,California,Oregon State Line,La Grange,"or line Oregon State Line, California",* from or line 5 - 005s - 120e - 099n - 120e - to la grange rd/co rd j59 exit (la grange rd/co rd j59) * from bonds flat rd - 132e - to zarzamora rd exit (zarzamora rd) *,I-5,SR-120,SR-99,SR-120,la grange rd,SR-132,zarzamora rd,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109364,2024,01/01/2024,01/07/2024,RG25 DRILL RIG WITH ATTACHMENTS,California,Hayward,Sacramento,"hesperian blvd Hayward, California",* from hesperian blvd s/b on ramp - 092e - 880n - to hesperian blvd exit (hesperian blvd e/b off ramp) ** from hesperian blvd e/b on ramp - 238s - 580e - to hopyard rd exit (dougherty rd n/b off ramp) ** from hopyard rd n/b on ramp - 580w - 680n - 242n - 004w - 680n - 080e - 113n - 005n - to rte 113 north/yuba city exit (east st w/b off ramp exit number 538) ** from east st w/b on ramp - 005s - to richards blvd exit (richards blvd w/b off ramp exit number 520) * j st (west end viaduct uc) under 5,SR-92,I-880,hesperian blvd,SR-238,I-580,hopyard rd,I-580,I-680,SR-242,SR-4,I-680,I-80,SR-113,I-5,SR-113,I-5,richards blvd,None,None,None,None,None,None,None
e23-109367,2024,01/01/2024,01/07/2024,RG19 DRILL RIG WITH ATTACHMENTS,California,Hayward,San Francisco,"clawiter rd Hayward, California",* from clawiter rd s/b on ramp - 092e - 880n - 238s - 580e - to hopyard rd exit (dougherty rd n/b off ramp) ** from hopyard rd n/b on ramp - 580w - 680n - 080e - 113n - 005n - to rte 113 north/yuba city exit (east st w/b off ramp exit number 538) ** from east st w/b on ramp - 005s - to richards blvd exit (richards blvd w/b off ramp exit number 520) *j st (west end viaduct uc) under 5,SR-92,I-880,SR-238,I-580,hopyard rd,I-580,I-680,I-80,SR-113,I-5,SR-113,I-5,richards blvd,None,None,None,None,None,None,None,None,None,None,None
e23-109363,2024,01/01/2024,01/07/2024,LOADER,California,Gustine,Nv Line 80,"san luis dam service rd Gustine, California",* from san luis dam service rd - 152e - 005n - 580w - 680n - 080e - 113n - 005n - to rte 113 north/yuba city exit (east st w/b off ramp exit 538) - from east st w/b on ramp - 005s - 080e - to nv line 80 exit *,SR-152,I-5,I-580,I-680,I-80,SR-113,I-5,SR-113,east st,I-5,I-80,nv line,None,None,None,None,None,None,None,None,None,None,None,None
e23-109370,2024,01/01/2024,01/07/2024,PC290 LOG LOADER,California,West Sacremento,Redding,"enterprise blvd West Sacremento, California",* from enterprise blvd n/b on ramp - 080w - 113n - 005n - 299w - 273n - to caterpillar rd exit (caterpillar rd) *,I-80,SR-113,I-5,SR-299,SR-273,caterpillar rd,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109359,2024,01/01/2024,01/07/2024,CAT 824 C DOZER   BP5,California,Palmdale,Santa Clarita,"palmdale blvd Palmdale, California",* from palmdale blvd e/b on ramp - 014s - to via princessa exit (via princessa w/b off ramp) *,SR-14,via princessa,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109372,2024,01/01/2024,01/07/2024,CHASSIS                T143SP9,California,Westley,Oakland,"ingram creek rd Westley, California",* from ingram creek rd w/b on ramp - 5n - 580w - 238n - 880n - to 7th st w/b off ramp exit *,I-5,I-580,SR-238,I-880,SR-7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109425,2024,01/01/2024,01/07/2024,4- DIFFUSERS (STACKED) W/ NON QUALIFY MISC ITEMS,California,Ca Line 395,Brisbane,"or line Ca Line 395, California",* from or line 395 - 395s - 299w - 005s - 205w - 580w - 238n - 880s - 092w - 101n - to bayshore blvd/cow palace exit (bayshore blvd w/b off ramp) *,US-395,SR-299,I-5,I-205,I-580,SR-238,I-880,SR-92,US-101,bayshore blvd,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109384,2024,01/01/2024,01/07/2024,Farm Tractor,California,I-40 / Az  Line,"1320 Pier C St, Long Beach, Ca 90802","az line I-40 / Az  Line, California",* from az line 40 - 040w - 015s - 210w - 605s - 105w - 710s - 001n - 103s - 047s - 710n - to pico ave exit (pico ave e/b off ramp exit number 1e) *,I-40,I-15,SR-210,I-605,I-105,I-710,SR-1,SR-103,SR-47,I-710,pico ave,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109376,2024,01/01/2024,01/07/2024,M1A1 Abrams trl 122,California,Nevada,Herlong,"nv line Nevada, California",* from nv line 395(north) - 395n - to garnier rd exit  *,US-395,garnier rd,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109375,2024,01/01/2024,01/07/2024,FORKLIFT                  T143SP9,California,Westley,Tracy,"ingram creek rd Westley, California",* from ingram creek rd w/b on ramp - 005n - 580w - to corral hollow rd n/b off ramp *,I-5,I-580,corral hollow rd,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109358,2024,01/01/2024,01/07/2024,CRATED MACHINE CENTER (CRATED FOR PROTECTION),California,Terminal Island,Compton,"ferry st Terminal Island, California",* from ferry st/seaside ave w/b on ramp - 047s - 110n - to sepulveda blvd exit e/b off ramp exit number 5) * 223rd st oc over hwy 110 * carson st oc over hwy 110 * del amo blvd over hwy 405 * from central ave n/b on ramp - 091w - to avalon blvd exit (artesia blvd n/b (avalon) off ramp exit number 7b) * from central ave n/b on ramp - 105e - to wilmington ave exit (wilmington ave n/b off ramp exit number 10) *,SR-47,SR-110,sepulveda blvd,SR-91,avalon blvd,I-105,wilmington ave,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109377,2024,01/01/2024,01/07/2024,M1A1 Military Tank trl 242,California,Nevada,Herlong,"nv line Nevada, California",* from nv line 395(north) - 395n - to garnier rd exit  *,US-395,garnier rd,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109378,2024,01/01/2024,01/07/2024,Unladen,California,Az Line,"3301 Gilman Rd, El Monte, Ca, 91732","az line Az Line, California",* from az line 10 - 010w - to garvey ave/durfee ave exit (garvey ave s/b off ramp exit number 30) *,I-10,garvey ave,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109398,2024,01/01/2024,01/07/2024,FORKLIFT                  T143SP9,California,Tracy,Chico,"corral hollow rd Tracy, California",* from corral hollow rd s/b on ramp - 580e - 132e - 5n - 4e to el dorado st/center st exit (center st s/b off ramp) * el dorado st uc under hwy 4 * fremont st uc under hwy 5 * from pershing ave e/b on ramp - 5n to fruitridge rd exit (seamas ave e/b off ramp) * from fruitridge rd e/b on ramp - 99n - 50e to watt ave n/b off ramp exit # 11 * watt ave oc over hwy 51(bus 80/cap city fwy) * from watt ave n/b on ramp - 80w - 5n - 99n to esplanade exit *,I-580,SR-132,I-5,SR-4,I-5,SR-99,US-50,I-80,I-5,SR-99,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109361,2024,01/01/2024,01/07/2024,MODULAR BUILDING SECTION,California,Bakersfield,Merced,"south union ave Bakersfield, California",* from south union ave - 204n - to brundage ln exit (brundage ln) ** from brundage lane on ramp - 058w - 099n - to franklin rd exit (franklin rd e/b off ramp exit number 191) *,SR-204,brundage ln,SR-58,SR-99,franklin rd,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109413,2024,01/01/2024,01/07/2024,Belt Press,California,Fresno,Riverside,"jensen ave Fresno, California",* from jensen ave e/b on ramp - 99s - 5s to templin highway w/b off ramp exit # 183 -detour via ramps-  from templin highway e/b on ramp - 5s - 210e - 15s - 60e to van buren blvd s/b off ramp exit *,SR-99,I-5,detour via ramps,templin highway,I-5,SR-210,I-15,SR-60,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109381,2024,01/01/2024,01/07/2024,Crated Battery Cells Make: NA Model: NA SN: 909290,California,"1520 W 11Th St, Long Beach, Ca, 90813",Az Line,"santa fe ave 1520 W 11Th St, Long Beach, Ca, 90813, California",* from santa fe ave - 001n - 110n - 405s - 710n - 105e - 605n - 210e - 015n - 040e - to az line 40 exit *,SR-1,SR-110,I-405,I-710,I-105,I-605,SR-210,I-15,I-40,az line,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109385,2024,01/01/2024,01/07/2024,TM22 Drill Rig,California,Livermore,Banning,"southfront rd Livermore, California",* from southfront rd n/b on ramp - 580e - 5s - to templin highway w/b off ramp exit 183 - detour via ramps - from templin highway w/b on ramp - 5s - 210e - 2w - 134e - 210e - to rosemead blvd / rte 19 south exit (frontage rd s/b off ramp exit 30a) * from colorado blvd n/b on ramp - 210e - 215s - 010e - to hargrave st s/b off ramp *,I-580,I-5,templin highway,detour via ramps,templin highway,I-5,SR-210,SR-2,SR-134,SR-210,rosemead blvd,SR-210,I-215,I-10,hargrave st,None,None,None,None,None,None,None,None,None
e23-109394,2024,01/01/2024,01/07/2024,MVAC NOZZLE,California,Hawthorne,Vandenberg Space Force Base,"crenshaw blvd Hawthorne, California",* from crenshaw blvd n/b on ramp - 105e - 605n - 210w - 5n - 166w - 33s - 166w - 101s - to union valley pkwy w/b off ramp * from union valley pkwy - 135s - 1s - to santa lucia cyn rd exit *,I-105,I-605,SR-210,I-5,SR-166,SR-33,SR-166,US-101,union valley pkwy,SR-135,SR-1,santa lucia cyn rd,None,None,None,None,None,None,None,None,None,None,None,None
e23-109362,2024,01/01/2024,01/07/2024,MODULAR BUILDING SECTION,California,Bakersfield,Merced,"south union ave Bakersfield, California",* from south union ave - 204n - to brundage ln exit (brundage ln) ** from brundage lane on ramp - 058w - 099n - to franklin rd exit (franklin rd e/b off ramp exit number 191) *,SR-204,brundage ln,SR-58,SR-99,franklin rd,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109393,2024,01/01/2024,01/07/2024,MODULAR BUILDING SECTION,California,Bakersfield,Merced,"south union ave Bakersfield, California",* from south union ave - 204n - to brundage ln exit (brundage ln) * from brundage lane on ramp - 058w - 099n - to franklin rd exit (franklin rd e/b off ramp exit number 191) *,SR-204,brundage ln,SR-58,SR-99,franklin rd,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109392,2024,01/01/2024,01/07/2024,MODULAR BUILDING SECTION,California,Bakersfield,Merced,"south union ave Bakersfield, California",* from south union ave - 204n - to brundage ln exit (brundage ln) * from brundage lane on ramp - 058w - 099n - to franklin rd exit (franklin rd e/b off ramp exit number 191) *,SR-204,brundage ln,SR-58,SR-99,franklin rd,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109396,2024,01/01/2024,01/07/2024,1 Wheel Loader Model: 644P,California,Nv Line,"2850 El Centro Rd, Sacramento, Ca, 95833","nv line Nv Line, California",* from nv line 80 - 080w - to west el camino ave n/b off ramp *,I-80,west el camino ave,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109390,2024,01/01/2024,01/07/2024,MODULAR BUILDING SECTION,California,Bakersfield,Merced,"brundage ln Bakersfield, California",* from brundage ln - 204s - to union ave exit (south union ave) * from taft hwy/panama rd - 119w - to midway rd exit * from midway rd/co rd p268d - 033n - to calaveras ave exit (calaveras ave) * from palmer ave(north jct) - 033n - 005n - 033n - 152e - 059n - to dickenson ferry road exit (dickenson ferry rd) * from thornton rd - 140w - to franklin rd exit (franklin rd) *,SR-204,union ave,SR-119,midway rd,SR-33,calaveras ave,SR-33,I-5,SR-33,SR-152,SR-59,dickenson ferry road,SR-140,franklin rd,None,None,None,None,None,None,None,None,None,None
e23-109397,2024,01/01/2024,01/07/2024,Unladen,California,"2850 El Centro Rd, Sacramento, Ca, 95833",Nv Line,"west el camino ave 2850 El Centro Rd, Sacramento, Ca, 95833, California",* from west el camino ave s/b on ramp - 080e - to nv line 80 exit *,I-80,nv line,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109411,2024,01/01/2024,01/07/2024,FORKLIFT                 T154BP8,California,Oakland,Chico,"union st Oakland, California",* from union st w/b on ramp - 880n - 080e - to cummings skyway exit (cummings skyway s/b off ramp) * from cummings skyway s/b on ramp - 004e - 680n - 080e - 505n - 005n - to south ave exit (south ave e/b off ramp exit number 630) * from south ave (vina) - 099s - to esplanade exit (esplanade) *,I-880,I-80,cummings skyway,SR-4,I-680,I-80,I-505,I-5,south ave,SR-99,esplanade,None,None,None,None,None,None,None,None,None,None,None,None,None
e23-109391,2024,01/01/2024,01/07/2024,MODULAR BUILDING SECTION,California,Bakersfield,Merced,"brundage ln Bakersfield, California",* from brundage ln - 204s - to union ave exit (south union ave) * from taft hwy/panama rd - 119w - to midway rd exit * from midway rd/co rd p268d - 033n - to calaveras ave exit (calaveras ave) * from palmer ave(north jct) - 033n - 005n - 033n - 152e - 059n - to dickenson ferry road exit (dickenson ferry rd) * from thornton rd - 140w - to franklin rd exit (franklin rd) *,SR-204,union ave,SR-119,midway rd,SR-33,calaveras ave,SR-33,I-5,SR-33,SR-152,SR-59,dickenson ferry road,SR-140,franklin rd,None,None,None,None,None,None,None,None,None,None
e23-109404,2024,01/01/2024,01/07/2024,Fiberglass Pools (2) Nested,California,Williams,Nv Line,"husted rd Williams, California",* from husted rd w/b on ramp - 005s - 080e - to nv line 80 exit *,I-5,I-80,nv line,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
