permitnumber,year,permitvalidfrom,permitvalidto,loaddescription,state,origin,destination,authorizedhighways,route_location_origin,route_intersection_0,route_intersection_1,route_intersection_2,route_intersection_3,route_intersection_4,route_intersection_5,route_intersection_6,route_intersection_7,route_intersection_8,route_intersection_9,route_intersection_10,route_intersection_11,route_intersection_12,route_intersection_13,route_intersection_14,route_intersection_15,route_intersection_16,route_intersection_17,route_intersection_18,route_intersection_19,route_intersection_20,route_intersection_21,route_intersection_22,route_intersection_23,route_intersection_destination
e24-000571,2024,01/04/2024,01/10/2024,MACHINE CENTER,California,Long Beach,Az State Line I-40,* from santa fe ave - 001s - 022e(7th st) - 605n - 210e - 015n - 040e - to az line 40 exit *,"santa fe ave Long Beach, California",santa fe ave and SR-1,SR-1 and SR-22,SR-22 and I-605,I-605 and SR-210,SR-210 and I-15,I-15 and I-40,I-40 and az line 40,,,,,,,,,,,,,,,,,,I-40 and az line 40 Az State Line I-40
e24-000604,2024,01/04/2024,01/10/2024,EAGLE CRUSHING PLANT,California,Dixon,Dunnigan,* from industrial way - 113n - 080e - 113n - 005n - to co rd 8 exit (co rd 8 e/b off ramp exit number 554) *,"industrial way Dixon, California",industrial way and SR-113,SR-113 and I-80,I-80 and SR-113,SR-113 and I-5,I-5 and co rd 8  (co rd 8 e/b off ramp  number 554),,,,,,,,,,,,,,,,,,,,I-5 and co rd 8 Dunnigan
e24-000612,2024,01/04/2024,01/10/2024,CZM DRILL                    JCCBP9,California,Cottonwood,Santa Rosa,* from hooker creek rd e/b on ramp - 005s - to red bluff exit (red bluff w/b off ramp exit number 651) ** from main st(north) @ beegum rd - 036e - to walnut st exit (walnut st/co rd a-7) ** from south main st e/b on ramp - 005s - 505s - 080w - 037w - 101n - to todd rd exit (todd rd e/b off ramp) *,"hooker creek rd Cottonwood, California",hooker creek rd and I-5,I-5 and red bluff  (red bluff w/b off ramp  number 651) ** from main st(north) @ beegum rd,red bluff  (red bluff w/b off ramp  number 651) ** from main st(north) @ beegum rd and SR-36,SR-36 and walnut st  (walnut st/co rd a,walnut st  (walnut st/co rd a and SR-7,SR-7 and I-5,I-5 and I-505,I-505 and I-80,I-80 and SR-37,SR-37 and US-101,US-101 and todd rd  (todd rd e/b off ramp),,,,,,,,,,,,,,US-101 and todd rd Santa Rosa
e24-000624,2024,01/05/2024,01/11/2024,P&H 40T RT CRANE,California,Rialto,Ventura,* from alder ave s/b on ramp - 210w - 118w - 232s - 101n - to main st / ventura exit (main st (ventura) e/b off ramp exit number 66b) * california st oc over 101 *,"alder ave Rialto, California",alder ave and SR-210,SR-210 and SR-118,SR-118 and SR-232,SR-232 and US-101,US-101 and main st / ventura  (main st (ventura) e/b off ramp  number 66b) * california st oc over 101,,,,,,,,,,,,,,,,,,,,US-101 and main st ventura eb
e24-000881,2024,01/05/2024,01/11/2024,JOHN DEERE 6165R TRACTOR,California,Port Hueneme Rd N Terminal Brth#5 Port Huenem,Nv Line @ I-15,* from rose ave e/b on ramp - 101s - 134e - 210e - 015n - to nv line 15 exit *,"rose ave Port Hueneme Rd N Terminal Brth#5 Port Huenem, California",rose ave and US-101,US-101 and SR-134,SR-134 and SR-210,SR-210 and I-15,I-15 and nv line 15,,,,,,,,,,,,,,,,,,,,I-15 and nv line 15 Nv Line @ I-15
e24-000979,2024,01/06/2024,01/12/2024,FUSELAGE,California,Chino,Az Line,* from kimball ave - 083n - 060e - 015n - 010e - to corn springs rd exit (corn springs rd s/b off ramp exit number 201) -detour via ramps- from corn springs rd n/b on ramp - 010e - to az line 10 exit *,"kimball ave Chino, California",kimball ave and SR-83,SR-83 and SR-60,SR-60 and I-15,I-15 and I-10,I-10 and corn springs rd  (corn springs rd s/b off ramp  number 201),corn springs rd  (corn springs rd s/b off ramp  number 201) and detour via ramps,detour via ramps and corn springs rd n/b on ramp,corn springs rd n/b on ramp and I-10,I-10 and az line 10,,,,,,,,,,,,,,,,I-10 and az line 10 Az Line
e24-000583,2024,01/05/2024,01/11/2024,EC 750 VOLVO EXCAVATOR,California,Vernon,Camp Pendleton,* from slauson ave e/b on ramp - 110s - 105e - 605s - 405s - 022e - 005s - to las pulgas rd exit (las pulgas rd w/b off ramp exit number 62) -detour via ramps- from las pulgas rd e/b on ramp - 005s - to oceanside harbor dr exit (harbor dr(oceanside) w/b off ramp exit number 54c) *,"slauson ave Vernon, California",slauson ave and SR-110,SR-110 and I-105,I-105 and I-605,I-605 and I-405,I-405 and SR-22,SR-22 and I-5,I-5 and las pulgas rd  (las pulgas rd w/b off ramp  number 62),las pulgas rd  (las pulgas rd w/b off ramp  number 62) and detour via ramps,detour via ramps and las pulgas rd e/b on ramp,las pulgas rd e/b on ramp and I-5,I-5 and oceanside harbor dr  (harbor dr(oceanside) w/b off ramp  number 54c),,,,,,,,,,,,,,I-5 and oceanside harbor dr wb
e24-000574,2024,01/04/2024,01/10/2024,LASER CUTTING MACHINE,California,El Monte,Az Line,* from garvey ave n/b on ramp - 010e - 605n - 210e - 015n - 040e - to az line 40 exit *,"garvey ave El Monte, California",garvey ave and I-10,I-10 and I-605,I-605 and SR-210,SR-210 and I-15,I-15 and I-40,I-40 and az line 40,,,,,,,,,,,,,,,,,,,I-40 and az line 40 Az Line
e24-000605,2024,01/04/2024,01/10/2024,EAGLE CRUSHING PLANT,California,Dixon,Dunnigan,* from co rd 8 w/b on ramp - 005s - 113s - 080w - 113s - to industrial way/regency pkwy exit (industrial way) *,"co rd Dixon, California",co rd and I-5,I-5 and SR-113,SR-113 and I-80,I-80 and SR-113,SR-113 and industrial way/regency pkwy  (industrial way),,,,,,,,,,,,,,,,,,,,SR-113 and industrial wayregency pkwy Dunnigan
e24-000584,2024,01/05/2024,01/11/2024,CAT 345 EXCAVATOR              JCCBG9,California,Middletown,Upper Lake,* from butts canyon - 029n - to lakeport exit (lakeport blvd e/b off ramp exit number 102) *,"butts canyon Middletown, California",butts canyon and SR-29,SR-29 and lakeport  (lakeport blvd e/b off ramp  number 102),,,,,,,,,,,,,,,,,,,,,,,SR-29 and lakeport Upper Lake
e24-000579,2024,01/04/2024,01/10/2024,MANUFACTURED HOME,California,Sacramento,Santa Cruz,* from meadowview rd w/b on ramp - 005s - 152w - 156w - to fairview rd) * from shore rd - 025n - 101s - to san juan rd w/b off ramp) * from main st - 129w - 001n - to rio del mar blvd w/b off ramp) * from state park dr e/b on ramp - 001n - to capitola / park ave e/b off ramp) *,"meadowview rd Sacramento, California",meadowview rd and I-5,I-5 and SR-152,SR-152 and SR-156,SR-156 and fairview rd) * from shore rd,fairview rd) * from shore rd and SR-25,SR-25 and US-101,US-101 and san juan rd w/b off ramp) * from main st,san juan rd w/b off ramp) * from main st and SR-129,SR-129 and SR-1,SR-1 and rio del mar blvd w/b off ramp) * from state park dr e/b on ramp,rio del mar blvd w/b off ramp) * from state park dr e/b on ramp and SR-1,SR-1 and capitola / park ave e/b off ramp),,,,,,,,,,,,,SR-1 and capitola park ave eb
e24-000589,2024,01/06/2024,01/12/2024,Steel Structure #1395543,California,Adelanto,South San Francisco,* from air expressway - 395n - 058w - 099n - 152w - 156w - 101n - to oyster point blvd exit (dubuque ave e/b off ramp exit number 425b) *,"air expressway Adelanto, California",air expressway and US-395,US-395 and SR-58,SR-58 and SR-99,SR-99 and SR-152,SR-152 and SR-156,SR-156 and US-101,US-101 and oyster point blvd  (dubuque ave e/b off ramp  number 425b),,,,,,,,,,,,,,,,,,US-101 and oyster point blvd South San Francisco
e24-000582,2024,01/06/2024,01/12/2024,336 EXCAVATOR,California,Fontana,Malibu,* from cherry ave s/b on ramp - 010w - 605s - 105w - 405n - 010w - 001n - to morning view rd exit (morning view rd) *,"cherry ave Fontana, California",cherry ave and I-10,I-10 and I-605,I-605 and I-105,I-105 and I-405,I-405 and I-10,I-10 and SR-1,SR-1 and morning view rd  (morning view rd),,,,,,,,,,,,,,,,,,SR-1 and morning view rd Malibu
e24-000585,2024,01/04/2024,01/10/2024,KOMATSU PC490 EXCAVATOR,California,Simi Valley,Woodland Hills,* from madera rd s/b on ramp - 118e - to rocky peak rd exit (rocky peak rd s/b off ramp) -detour via ramps- from rocky peak rd n/b on ramp - 118e - 027s - to oxnard st exit (oxnard st) *,"madera rd Simi Valley, California",madera rd and SR-118,SR-118 and rocky peak rd  (rocky peak rd s/b off ramp),rocky peak rd  (rocky peak rd s/b off ramp) and detour via ramps,detour via ramps and rocky peak rd n/b on ramp,rocky peak rd n/b on ramp and SR-118,SR-118 and SR-27,SR-27 and oxnard st  (oxnard st),,,,,,,,,,,,,,,,,,SR-27 and oxnard st Woodland Hills
e24-000317,2024,01/03/2024,01/09/2024,Ozi-Shelter,California,97 Or,"3300 Bolam Creek Rd Redding, Ca 96002",* from or line 97 - 097s - 005s - 044e - to airport rd exit (airport rd s/b off ramp exit number 5) *,"or line 97 Or, California",or line 97 and US-97,US-97 and I-5,I-5 and SR-44,SR-44 and airport rd  (airport rd s/b off ramp  number 5),,,,,,,,,,,,,,,,,,,,,"SR-44 and airport rd 3300 Bolam Creek Rd Redding, Ca 96002"
e24-000580,2024,01/04/2024,01/10/2024,MANUFACTURED HOME,California,Sacramento,Santa Cruz,* from meadowview rd w/b on ramp - 005s - 152w - 156w - to fairview rd) * from shore rd - 025n - 101s - to san juan rd w/b off ramp) * from main st - 129w - 001n - to rio del mar blvd w/b off ramp) * from state park dr e/b on ramp - 001n - to capitola / park ave e/b off ramp) *,"meadowview rd Sacramento, California",meadowview rd and I-5,I-5 and SR-152,SR-152 and SR-156,SR-156 and fairview rd) * from shore rd,fairview rd) * from shore rd and SR-25,SR-25 and US-101,US-101 and san juan rd w/b off ramp) * from main st,san juan rd w/b off ramp) * from main st and SR-129,SR-129 and SR-1,SR-1 and rio del mar blvd w/b off ramp) * from state park dr e/b on ramp,rio del mar blvd w/b off ramp) * from state park dr e/b on ramp and SR-1,SR-1 and capitola / park ave e/b off ramp),,,,,,,,,,,,,SR-1 and capitola park ave eb
e24-001174,2024,01/08/2024,01/14/2024,3 EMPTY AIRCRAFT SHIPPING CRATES END TO END,California,Newark,Santa Clara,* from mowry ave e/b on ramp - 880s - 237w - to great america parkway exit (great america pkwy s/b off ramp) ** - great america pkwy/bowers ave oc over 101 *,"mowry ave Newark, California",mowry ave and I-880,I-880 and SR-237,SR-237 and great america parkway  (great america pkwy s/b off ramp) **,great america parkway  (great america pkwy s/b off ramp) ** and great america pkwy/bowers ave oc over 101,,,,,,,,,,,,,,,,,,,,,great america parkway and great america pkwybowers ave oc over 101 Santa Clara
e24-000598,2024,01/04/2024,01/10/2024,REBAR CAGES,California,Turlock,San Deigo,* from lander ave w/b on ramp - 099s - 005s - to templin highway exit (templin highway w/b off ramp exit number 183)  -detour via ramps- from templin highway e/b on ramp - 005s - 405s - 005s - to old town ave exit (hancock st off ramp exit number 19) *,"lander ave Turlock, California",lander ave and SR-99,SR-99 and I-5,I-5 and templin highway  (templin highway w/b off ramp  number 183),templin highway  (templin highway w/b off ramp  number 183) and detour via ramps,detour via ramps and templin highway e/b on ramp,templin highway e/b on ramp and I-5,I-5 and I-405,I-405 and I-5,I-5 and old town ave  (hancock st off ramp  number 19),,,,,,,,,,,,,,,,I-5 and old town ave San Deigo
e24-000599,2024,01/05/2024,01/11/2024,EC 750 VOLVO EXCAVATOR,California,Camp Pendleton,Vernon,* from vandergrift blvd w/b on ramp - 005n - to las pulgas rd exit (las pulgas rd e/b off ramp exit number 62) - detour via ramps - from las pulgas rd w/b on ramp - 005n - 022w - 405n - 605n - 105w - 110n - to slauson ave exit (slauson ave e/b off ramp exit number 18b) *,"vandergrift blvd Camp Pendleton, California",vandergrift blvd and I-5,I-5 and las pulgas rd  (las pulgas rd e/b off ramp  number 62),las pulgas rd  (las pulgas rd e/b off ramp  number 62) and detour via ramps,detour via ramps and las pulgas rd w/b on ramp,las pulgas rd w/b on ramp and I-5,I-5 and SR-22,SR-22 and I-405,I-405 and I-605,I-605 and I-105,I-105 and SR-110,SR-110 and slauson ave  (slauson ave e/b off ramp  number 18b),,,,,,,,,,,,,,SR-110 and slauson ave Vernon
e24-000596,2024,01/06/2024,01/12/2024,MANUFACTURED HOUSING,California,Tulare,Gardena,* kansas ave across 43 * from kansas ave - 041s - 005s - to rte 126 west/ventura exit (newhall ranch rd e/b off ramp) * from golden valley rd e/b on ramp - 014s - 005s - 210e - 605s - 105w - to vermont ave exit (vermont ave s/b off ramp exit number 7a) *,"kansas ave Tulare, California",kansas ave and SR-41,SR-41 and I-5,I-5 and SR-126,SR-126 and SR-14,SR-14 and I-5,I-5 and SR-210,SR-210 and I-605,I-605 and I-105,I-105 and vermont ave  (vermont ave s/b off ramp  number 7a),,,,,,,,,,,,,,,,I-105 and vermont ave Gardena
e24-000620,2024,01/04/2024,01/10/2024,728 SENNEBOGAN MATERIAL HANDLER,California,Bassets,Shingle Springs,* from goldlake rd/greene rd - 049n - 089n - to calpine rd north exit (calpine rd north) * from co rd a23/beckwourth calpine rd - 070e - to co rd a24 exit (co rd a24) * from dyson ln - 049s - 089s - 080w - to sierra college blvd exit (sierra college blvd s/b off ramp) * from hazel ave s/b on ramp - 050e - to ponderosa rd exit (ponderosa rd n/b off ramp exit number 37) *,"goldlake rd Bassets, California",goldlake rd and SR-49,SR-49 and SR-89,SR-89 and calpine rd north  (calpine rd north) * from co rd a23/beckwourth calpine rd,calpine rd north  (calpine rd north) * from co rd a23/beckwourth calpine rd and SR-70,SR-70 and co rd a24  (co rd a24) * from dyson ln,co rd a24  (co rd a24) * from dyson ln and SR-49,SR-49 and SR-89,SR-89 and I-80,I-80 and sierra college blvd  (sierra college blvd s/b off ramp) * from hazel ave s/b on ramp,sierra college blvd  (sierra college blvd s/b off ramp) * from hazel ave s/b on ramp and US-50,US-50 and ponderosa rd  (ponderosa rd n/b off ramp  number 37),,,,,,,,,,,,,,US-50 and ponderosa rd Shingle Springs
e24-000609,2024,01/04/2024,01/10/2024,SOLAR POWER PACK,California,Gardena,Rosemond,* from rosecrans ave w/b on ramp - 110n - 105e - 605n - 210w - 005n - 014n - 138w - to 110th st west exit (110th st west) *,"rosecrans ave Gardena, California",rosecrans ave and SR-110,SR-110 and I-105,I-105 and I-605,I-605 and SR-210,SR-210 and I-5,I-5 and SR-14,SR-14 and SR-138,SR-138 and SR-110,,,,,,,,,,,,,,,,,SR-138 and SR-110 Rosemond
e24-000601,2024,01/05/2024,01/11/2024,UNLADEN,California,Az Line,Desert Center,* from az line 10 - 010w - to corn springs rd exit (corn springs rd n/b off ramp exit number 201) *,"az line Az Line, California",az line and I-10,I-10 and corn springs rd  (corn springs rd n/b off ramp  number 201),,,,,,,,,,,,,,,,,,,,,,,I-10 and corn springs rd Desert Center
e24-000608,2024,01/04/2024,01/10/2024,SOLAR POWER PACK,California,Gardena,Rosamond,* from rosecrans ave w/b on ramp - 110n - 105e - 605n - 210w - 005n - 014n - 138w - to 110th st west exit (110th st west) *,"rosecrans ave Gardena, California",rosecrans ave and SR-110,SR-110 and I-105,I-105 and I-605,I-605 and SR-210,SR-210 and I-5,I-5 and SR-14,SR-14 and SR-138,SR-138 and SR-110,,,,,,,,,,,,,,,,,SR-138 and SR-110 Rosamond
e24-000607,2024,01/04/2024,01/10/2024,SOLAR POWER PACK,California,Gardena,Rosamond,* from rosecrans ave w/b on ramp - 110n - 105e - 605n - 210w - 005n - 014n - 138w - to 110th st west exit (110th st west) *,"rosecrans ave Gardena, California",rosecrans ave and SR-110,SR-110 and I-105,I-105 and I-605,I-605 and SR-210,SR-210 and I-5,I-5 and SR-14,SR-14 and SR-138,SR-138 and SR-110,,,,,,,,,,,,,,,,,SR-138 and SR-110 Rosamond
e24-000600,2024,01/05/2024,01/11/2024,SHUTTLE BUGGY,California,Desert Center,Az Line,* from corn springs rd s/b on  ramp - 010w - 177n - 062e - 095s - 010e - to az line 10 exit *,"corn springs rd Desert Center, California",corn springs rd and I-10,I-10 and SR-177,SR-177 and SR-62,SR-62 and US-95,US-95 and I-10,I-10 and az line 10,,,,,,,,,,,,,,,,,,,I-10 and az line 10 Az Line
e24-000619,2024,01/04/2024,01/10/2024,2-cooling towers,California,"15341 Rd 28 1/2 Madra, Ca",Az Line,* from ave 12 w/b on ramp - 099s - 058e - 015n - 040e - to az line 40 exit *,"ave 15341 Rd 28 1/2 Madra, Ca, California",ave and SR-99,SR-99 and SR-58,SR-58 and I-15,I-15 and I-40,I-40 and az line 40,,,,,,,,,,,,,,,,,,,,I-40 and az line 40 Az Line
e24-000602,2024,01/06/2024,01/12/2024,980 CAT LOADER,California,Waterford,Dunnigan,* from santa fe materials rock pit - 132w - to oakdale/hickman exit ('f' st/hickman rd (co rd j9)) ** from yosemite ave(oakdale) - 120w - 099n - 050w - 080w - 113n - 005n - to co rd 8 exit (co rd 8 e/b off ramp exit number 554) *,"santa fe materials rock pit Waterford, California",santa fe materials rock pit and SR-132,SR-132 and oakdale/hickman  ('f' st/hickman rd (co rd j9)) ** from yosemite ave(oakdale),oakdale/hickman  ('f' st/hickman rd (co rd j9)) ** from yosemite ave(oakdale) and SR-120,SR-120 and SR-99,SR-99 and US-50,US-50 and I-80,I-80 and SR-113,SR-113 and I-5,I-5 and co rd 8  (co rd 8 e/b off ramp  number 554),,,,,,,,,,,,,,,,I-5 and co rd 8 Dunnigan
e24-000327,2024,01/03/2024,01/09/2024,JOHN DEERE 944 LOADER,California,Long Beach,Upland,* from paramount blvd n/b on ramp - 091e - 605n - 210e - to baseline road exit (baseline road e/b off ramp exit number 52) *,"paramount blvd Long Beach, California",paramount blvd and SR-91,SR-91 and I-605,I-605 and SR-210,SR-210 and baseline road  (baseline road e/b off ramp  number 52),,,,,,,,,,,,,,,,,,,,,SR-210 and baseline road Upland
e24-000597,2024,01/05/2024,01/11/2024,AIRCRAFT LOADER,California,Az Line,Long Beach,* from az line 40 - 040w - 015s - 210w - 605s - 105w - 710s - 001n - to santa fe ave exit (santa fe ave) *,"az line Az Line, California",az line and I-40,I-40 and I-15,I-15 and SR-210,SR-210 and I-605,I-605 and I-105,I-105 and I-710,I-710 and SR-1,SR-1 and santa fe ave  (santa fe ave),,,,,,,,,,,,,,,,,SR-1 and santa fe ave Long Beach
e24-000603,2024,01/04/2024,01/10/2024,JD 944X LOADER,California,Gilroy,Cupertino,* from 10th st e/b on ramp - 101n - 280n - to el monte rd exit (el monte rd/moody rd w/b off ramp) - from el monte rd/moody rd w/b on ramp - 280s - to foothill expressway exit (foothill expressway w/b off ramp) *,"10th st Gilroy, California",10th st and US-101,US-101 and I-280,I-280 and el monte rd  (el monte rd/moody rd w/b off ramp),el monte rd  (el monte rd/moody rd w/b off ramp) and el monte rd/moody rd w/b on ramp,el monte rd/moody rd w/b on ramp and I-280,I-280 and foothill expressway  (foothill expressway w/b off ramp),,,,,,,,,,,,,,,,,,,I-280 and foothill expressway Cupertino
e24-000610,2024,01/04/2024,01/10/2024,MILITARY TRUCK,California,Yermo,Arizona Line 10,* from `a` st s/b on ramp - 040e - 095s - 010e - to az line 10 exit *,"`a` Yermo, California",a and I-40,I-40 and US-95,US-95 and I-10,I-10 and az line 10,,,,,,,,,,,,,,,,,,,,,I-10 and az line 10 Arizona Line 10
e24-000622,2024,01/05/2024,01/11/2024,AIRCRAFT LOADER,California,Az Line,Long Beach,* from az line 40 - 040w - 015s - 210w - 605s - 105w - 710s - 001n - to santa fe ave exit (santa fe ave) *,"az line Az Line, California",az line and I-40,I-40 and I-15,I-15 and SR-210,SR-210 and I-605,I-605 and I-105,I-105 and I-710,I-710 and SR-1,SR-1 and santa fe ave  (santa fe ave),,,,,,,,,,,,,,,,,SR-1 and santa fe ave Long Beach
e24-000615,2024,01/05/2024,01/11/2024,LIEBHERR LTM 1300-6.2 TRUCK CRANE,California,Long Beach,Santa Ana,* from spring st e/b on ramp - 405s - 022e - 005s - to santa ana blvd exit (santa ana blvd w/b off ramp) *,"spring st Long Beach, California",spring st and I-405,I-405 and SR-22,SR-22 and I-5,I-5 and santa ana blvd  (santa ana blvd w/b off ramp),,,,,,,,,,,,,,,,,,,,,I-5 and santa ana blvd Santa Ana
